nm0137140,BaL1
xs5784,MLR40
xs5784,RdR66
xs5784,RTh27
xs5784,RZL39
xs17215,WvD34
xs9845,FKr20
xs15226,RHf10
xs11882,JA13
xs11882,JA15
xs11882,JA13
xs11882,JA15
xs11882,JA13
xs11882,JA15
xs16908,WA9
xs8961,DeJ28
xs1484,BF5
xs1484,HNe17
xs1484,HNe25
xs1484,ISt31
xs1484,ISt31
xs1484,ISt31
xs1484,VDa10
xs16948,WAr42
xs194,ACj112
xs194,ALi10
xs194,BRf4
xs194,DCs30
xs194,HvH10
xs194,NLl113
xs194,PaH126
xs194,WiW9
xs16861,VSa18
xs14482,PaH121
xs5490,H28
xs12580,JqD4
xs12392,JMr10
xs11047,HH31
xs11047,JA20
xs11047,JA20
xs11047,NT105
xs14385,OlA10
xs16824,VM13
nm0000408,JtF1
nm0000408,JtF3
nm0000408,NiM30
xs10331,GgL6
xs6217,DL7
xs6217,DL9
xs6217,H44
xs6217,HeD109
xs6217,HHa20
xs6217,OP50
xs6217,SHo2
xs6217,WaF10
xs13010,KuF10
xs6761,MGr10
xs6016,PBo11
xs6016,WSa10
xs7783,BBe17
xs7783,GaK5
xs7783,GSt2
xs7783,MSa10
xs3409,JaK4
xs3409,JaK4
xs11061,HHa32
xs16797,VHa10
xs16709,TWh41
xs1126,CEa7
xs1126,PSv8
xs1126,RYo10
xs8234,ByP10
nm0000949,AMi19
nm0000949,GiA35
nm0000949,PeJ20
nm0000949,SKa10
nm0758130,AMa60
nm0758130,DoW95
xs9799,FFC20
xs3738,AnM33
xs3738,TYg17
xs4365,DeD42
xs8430,CCr10
xs1684,BoL10
xs1684,KCo22
xs1684,RDL19
xs1684,RDL20
xs1684,RiF52
xs4003,DMi15
xs4015,HH25
xs4015,PCz25
xs4015,VSh23
xs4015,WvD75
xs9393,EG10
xs1893,RoS6
xs1893,WaF20
xs1670,JC9
xs1670,JC9
xs13695,MkD12
xs11791,IsJ12
xs11791,IsJ12
xs11791,IsJ12
xs5470,SHS10
xs5470,TPo13
xs9221,DTa106
xs9221,HeD115
xs9221,JNs102
xs10446,GMu9
xs6080,SSC2l
xs7671,AVL11
nm0168537,RgW10
xs4957,CSm10
xs4957,WlC10
xs439,DeD60
xs15626,RSt114
xs17422,Z8915
nm0001999,GMx3
nm0001999,GVe10
nm0001999,JoA19
nm0001999,StF12
xs9160,DPt30
xs12363,JLz2
xs7015,ACx12
xs7015,PGr10
xs7015,SGy12
nm0852466,RLu10
nm0001252,BiA7
nm0001252,VGa10
xs7556,ArH117
xs7556,INw30
xs7556,INw30
xs7556,INw30
xs16698,TuB10
xs16698,XaK10
xs5741,AnP7
xs5741,BKi12
xs5741,FL19
xs5741,FL20
xs5741,FLl99
xs5741,H29
xs5741,MGe10
xs5741,MGe12
xs5741,MGe12
xs5741,RM2
xs5741,S12
xs5741,TiB5
xs5741,TiB5
xs5741,TiB17
xs5741,WiW9
xs5741,WKH45
xs10767,H34
xs16279,SSh10
xs15618,RSt108
xs12612,JR50
xs12612,MC9
xs16665,TRs15
xs8883,DAz6
nm0438463,xPr10
xs2148,LaC20
xs17009,WCl19
xs10680,GVe10
xs10680,SRf21
xs13063,LaK1
xs12071,JDo10
xs12071,JDo10
xs12071,LHa17
xs10854,HaR10
xs14246,NLl96
xs14246,SRo2
nm0000008,ArP4
nm0000008,ArP16
nm0000008,BB7
nm0000008,EDm41
nm0000008,EK6
nm0000008,EK7
nm0000008,EK9
nm0000008,EK20
nm0000008,EPy10
nm0000008,FFC5
nm0000008,FFC8
nm0000008,FxB10
nm0000008,FZ8
nm0000008,GgE10
nm0000008,GiP20
nm0000008,HKo30
nm0000008,HuC7
nm0000008,IAv16
nm0000008,IFr51
nm0000008,IH30
nm0000008,IH30
nm0000008,IH30
nm0000008,JLM14
nm0000008,JoL4
nm0000008,LaB10
nm0000008,MBd10
nm0000008,MiW18
nm0000008,RDL20
nm0000008,SL4
xs6648,ClW10
xs6648,GfD11
xs6648,HbR21
xs6648,JaB10
xs6648,JHs10
xs6648,JaB10
xs6648,JHs10
xs6648,JoF1
xs6648,MN27
xs6648,RHo20
xs6648,SuS20
xs6648,TiB8
xs6648,WA13
xs6648,WA14
xs6648,WA15
xs6648,WA22
xs13830,MNe20
xs11994,JCn20
xs11994,JCn20
xs17456,Z9645
xs5544,TBs40
nm0000237,AmN1
nm0000237,BdP15
nm0000237,BS8
nm0000237,CCG24
nm0000237,IBa9
nm0000237,IWo40
nm0000237,IWo40
nm0000237,JaB6
nm0000237,IWo40
nm0000237,IWo40
nm0000237,IWo40
nm0000237,IWo40
nm0000237,JaB6
nm0000237,MN28
nm0000237,NCs10
nm0000237,QTa3
nm0000237,RaK3
nm0000237,RFu20
nm0000237,SmW3
nm0000237,StZ5
nm0000237,TMa11
xs13902,MPi50
xs9287,DZu12
xs1292,AC9
xs1292,C129
xs1292,MlW5
xs1292,OW2
xs10036,FSc34
xs8523,CEa5
xs543,TYg18
xs3074,DPt6
xs3074,FZ14
xs3074,KHu13
xs3074,KHu18
xs3074,RDa5
xs3074,RDL13
xs3074,VGu25
xs3074,VM19
xs13612,MiA25
xs705,DSk62
xs705,GoA10
xs705,GrB4
xs705,HHa50
xs705,JLM13
xs705,JN21
xs705,MLR32
xs6510,ArP15
xs6510,DWr10
xs6510,GRH10
xs5110,DWi10
xs5110,MiW35
xs5110,RS1
xs7955,BiF10
xs6358,TYg20
xs5710,ArH118
xs14463,PaH61
nm0135320,PlT60
nm0135320,VdS24
xs4401,ATk10
xs4401,SGy10
xs7302,AlP15
xs774,EHG48
xs774,ILa33
xs774,ILa33
xs774,ILa33
xs774,LMC18
xs774,LoG40
nm0000719,AJP3
nm0000719,JJA10
nm0000719,JJA10
xs10568,GS14
xs2317,GvS8
xs2317,JZi10
xs2317,LHa10
xs2317,RZe5
xs2317,SSC1
xs15102,RdN10
xs10875,HBe15
nm0001367,IMi10
nm0001367,IMi10
nm0001367,IMi10
nm0001367,MvC30
nm0001367,RaK9
xs14859,PY34
nm0416945,JGl10
nm0416945,JGl10
nm0416945,KCo15
nm0416945,WTa20
xs5780,FSt20
xs5780,WvD60
xs12277,JKz10
xs12277,JKz10
xs12277,VoS20
nm0276062,JDB11
nm0276062,JDB11
nm0276062,StK21
nm0276062,SZi10
xs8651,CJ6
xs8651,LuV20
xs8651,RoA26
xs8651,RoV1
xs12540,JPe10
xs1891,ADw22
xs1891,RaW2
xs10231,GCl20
xs8748,CR14
xs16671,TRs28
nm0846616,SR25
nm0846616,SR30
xs3014,JCL10
xs3014,JCL10
xs3014,LaJ20
xs3014,PLy15
xs3014,SiW8
xs13689,MkD11
xs8050,BPi10
xs8050,RS26
xs8231,ByH13
xs10447,GMu15
xs10447,JoS10
xs10447,MM25
xs10072,FT15
xs16431,TaH15
xs10416,GM200
nm0000437,BLe21
nm0000437,GCh20
nm0000437,MCJ12
nm0000437,MF15
nm0000437,MWid15
nm0000437,PFr12
nm0000437,RHo34
nm0000437,RSh15
nm0000437,TMa11
nm0000437,VoS48
nm0000437,Z9577
xs13781,MLs10
xs9081,DMa20
xs14763,PPr20
xs1160,WWn80
xs3467,AK57
xs3467,DoW97
xs3467,EG20
xs3467,EP1
xs3467,FWx10
xs3467,FWx20
xs3467,GC13
xs3467,HKo18
xs3467,HKo21
xs3467,IFa25
xs3467,JuD13
xs3467,JW9
xs3467,JW9
xs3467,RbM1
xs3467,RC13
xs3467,RoS90
xs3467,RoS92
xs3467,RoS95
xs3467,WFr11
xs3467,WvD53
xs11268,HyA2
xs5057,HeD113
xs5057,PaH60
xs5057,RoS92
xs5057,SK8
xs11284,IAv19
xs4208,DoW51
xs4208,HgH10
xs13729,ML10
xs13729,RyB14
xs13729,ThF15
xs13729,WR86
xs2299,AAl10
xs2299,CL1
xs2299,DWG49
xs2299,DWG50
xs2299,DWG51
xs2299,DWG52
xs2299,DWG55
xs2299,DWG57
xs2299,DWG58
xs2299,DWG64
xs2299,JNm65
xs2299,KV24
xs2299,KV56
xs2299,LiA50
xs2299,RWs10
xs2299,WlD49
xs639,DaM1
xs7920,BFo13
xs7858,BE10
nm0005443,BPi10
nm0005443,ByP10
xs15699,RTh4
xs9369,EDm26
xs7888,BeH2
xs7888,CBw15
xs7888,EHG38
xs7888,GSt8
xs7888,RWa50
xs7888,RWa90
xs7888,SGi8
nm0102522,DuM20
xs12827,JWR9
xs13192,LiA20
xs1488,MCm1
xs7558,ArH117
xs14885,RaI50
nm0000131,CEa20
nm0000131,GeA30
nm0000131,GFi1
nm0000131,HBe18
nm0000131,IHu1
nm0000131,IHu1
nm0000131,IHu1
nm0000131,LIC30
nm0000131,RoJ10
nm0000131,ScW13
nm0000131,SmW1
nm0000131,StF10
nm0000131,StF20
nm0000131,TMa11
nm0000131,WA19
nm0000131,WA22
xs10766,H34
nm0000843,CaR30
nm0000843,DLy2
nm0000843,EwD10
nm0000843,HBe15
nm0000843,HoK8
nm0000843,IBa23
nm0000843,JoF5
nm0000843,LaJ13
nm0000843,LPe10
nm0000843,MB5
nm0000843,MFr33
nm0000843,MN2
nm0000843,NJ20
nm0000843,PlB32
nm0000843,RA2
nm0000843,RS28
nm0000843,RWB25
nm0000843,RWB32
nm0000843,RWi36
nm0000843,SL60
nm0000843,SP31
xs8162,BSz10
xs5727,IDa14
xs5727,MSL10
xs1873,WAr50
xs1873,WWi10
xs8042,BoS62
xs8042,IFr14
xs6469,JoL8
xs9418,EHo10
xs14668,PHw10
xs17236,WW80
xs4100,CDM64
xs4100,DaB8
xs4100,FLl80
xs4100,HoB35
xs4100,IF79
xs4100,RyT40
xs12608,JR25
xs3947,CBw33
xs3947,GaK7
xs3947,HWx22
xs1761,ClO10
xs1761,FL27
xs1761,FL28
xs1761,FL29
xs1761,HH25
xs1761,JNm62
xs1761,JoP20
xs1761,MiG25
xs1761,RoA26
xs1761,WW48
xs3978,EL52
xs3978,RM9
xs6029,AVL13
xs12416,JnD36
xs6081,DMD50
xs1179,DCs30
xs337,AM23
xs337,EL56
xs337,ElN5
xs337,GrR7
xs337,LMC13
xs337,NT31
xs337,WLa24
xs8717,CMA1
xs8717,DHa5
xs8717,ICr30
xs8717,IrC67
xs8717,IrC67
xs8717,IrC67
xs8717,KV38
xs8717,LMC15
xs8717,ML10
xs8717,RFl33
xs8717,WKH45
xs16006,SG33
xs12558,JqB5
xs12558,JR65
xs12558,MC9
nm0141380,RWF10
nm0141380,RWF22
xs5549,ACj114
xs5549,HeD121
xs11754,IrL10
xs11754,IrL10
xs11754,IrL10
xs8807,CTK10
xs9760,FF9
xs17439,Z9240
xs13402,LwS160
xs833,ADw72
xs833,CSi6
xs833,DMi15
xs833,GSt15
xs833,H51
xs833,IFa32
xs833,IgR19
xs833,IgR19
xs833,IgR19
xs833,KFi10
xs833,KuN42
xs833,LeS110
xs833,RMl1
xs833,ToT10
xs647,ByP10
xs647,DeD60
xs647,DeD65
xs647,DeM1
xs647,EBy22
xs647,FZ12
xs647,HyA10
xs647,ICa8
xs647,ISt20
xs647,JCp10
xs647,JGs10
xs647,ISt20
xs647,ISt20
xs647,JCp10
xs647,JGs10
xs647,LDF10
xs647,LM9
xs647,NR10
xs647,RFu20
xs647,RiF18
xs647,RiF22
xs647,RiF39
xs647,RoA4
xs647,RoA26
xs647,RoA28
xs647,RoA32
xs647,RoA48
xs647,RoA57
xs647,RoN18
xs647,SaP4
xs647,SaP20
xs647,ToG22
xs6472,PY20
xs5148,WmK14
nm0004965,GeM30
nm0004965,RLl13
xs14174,NF4
xs9821,FGi20
xs11576,ILa55
xs11576,ILa55
xs11576,ILa55
xs7526,ArD10
nm0682495,SWm6
xs10237,GDo4
nm0183464,JMS9
xs15927,SCl5
xs1462,DLR10
xs1462,NoT5
xs10171,GaT10
xs9468,EL37
xs8734,CP2
xs8734,MaH15
xs8734,PBa9
xs8734,SL21
xs8734,SL53
xs8734,StD62
xs8256,C115
xs8256,LwS150
xs8256,REn45
xs2898,ALs10
xs7130,AEy16
xs16357,SuG10
xs3743,AA38
xs3743,ABl10
xs3743,AnM37
xs3743,AnM40
xs3743,DeM4
xs3743,EtS5
xs3743,GPC5
xs3743,HHa50
xs3743,IHk20
xs3743,IHk20
xs3743,IHk20
xs3743,LiW14
xs3743,LiW25
xs3743,MR4
xs3743,PtF5
xs3743,PUs6
xs3743,SK2
xs3743,SL3
xs3743,StD58
xs3743,VdS8
xs3743,VdS15
xs3743,VdS17
xs3934,JaS48
xs3934,JaS48
xs3934,JSg12
xs3934,WiC90
xs210,ChR13
xs14811,PTi10
xs13674,MKa15
xs9986,FrM6
xs2971,FJS18
xs2971,GKe8
xs11725,IrC54
xs11725,IrC54
xs11725,IrC54
nm0001172,DBo6
nm0001172,DCr37
xs4679,FrW10
xs4679,JqT4
xs4679,ML15
xs4679,WlM10
nm0002084,CCo5
nm0002084,JSh1
nm0002084,PDe10
nm0002084,SuK10
nm0002084,ThS4
xs14112,MvS3
xs1177,DCs30
xs16097,SKe10
xs16306,StF4
xs17407,Z8630
nm0000226,BS10
nm0000226,BS15
nm0000226,FSc29
nm0000226,RiB25
nm0000226,RlE20
nm0000226,ToS25
xs8870,DAl10
xs9562,EMH10
xs1363,NiM13
xs1363,PHt8
xs3901,NiR3
xs4333,DCs30
xs15814,RWF16
xs2714,RAl85
xs3967,GiP10
xs7493,APa25
xs4426,H5
xs4150,ARb1
xs4150,HaR10
xs4150,IG6
xs4150,IMT22
xs4150,IG6
xs4150,IMT22
xs4150,IG6
xs4150,IMT22
xs4150,RZe1
xs4150,SHS10
xs4150,SS8
xs4150,VME35
xs15966,SE20
xs6746,EG17
xs6746,ElN20
xs6746,GrR10
xs6746,JCw62
xs6746,JCw62
xs6746,RdR54
xs11915,JAv18
xs11915,JAv18
xs392,AJs1
xs392,FC10
xs392,JPH2
xs392,LoW11
xs392,RAB10
xs392,RAB11
xs392,RAB12
xs392,RAB13
xs392,RAB14
xs2195,AL13
xs2195,APo10
xs2195,C113
xs2195,C117
xs2195,C120
xs2195,C143
xs2195,DaB21
xs2195,DeD18
xs2195,DeD30
xs2195,EK4
xs2195,JN7
xs2195,TG30
xs2195,VF46
xs2195,WlD35
xs2195,WMG10
xs10932,HCo10
xs10932,HvH12
nm0954677,CEa12
nm0954677,DCr25
xs2008,CaR31
xs2008,GgL3
xs2008,HAs4
xs2008,ILa33
xs2008,IrK14
xs2008,ILa33
xs2008,IrK14
xs2008,ILa33
xs2008,IrK14
xs2008,JMS9
xs2008,JoD26
xs2008,MiH10
xs2008,MLt22
xs2008,NoE1
xs2008,RbR10
xs2008,RMq8
xs2008,WA13
xs12893,KeA43
xs3966,ChC11
xs3966,SM3
xs1782,AMa61
xs1782,GH12
xs1782,GTh10
xs1782,JFr10
xs1782,JFr10
xs12550,JPM10
xs5670,AlZ5
xs5182,ALe2
xs5182,BE8
xs5182,EBz46
xs5182,FC35
xs5182,FZ12
xs5182,GBS144
xs5182,RcB5
xs5182,VDa10
xs13877,MoT10
xs10937,HCP28
xs813,BuT10
xs813,LHK12
xs813,RDa25
xs813,RoA23
xs813,RoA25
xs3908,ELC195
xs3908,WAS112
xs7037,AdL6
xs4140,JN21
xs4140,JNm65
xs10052,FT3
xs3651,AnL10
xs3651,RAl87
xs3652,LHa1
xs3904,PAl10
xs11668,IMz10
xs11668,IMz10
xs11668,IMz10
xs4024,SiN10
xs16664,TRs12
xs9313,EBe5
xs9313,EBe30
xs9313,EBe32
xs9313,NMa10
xs4195,DaM6
xs4195,FZ15
xs4195,JoP40
xs4195,RAl93
xs4195,RoW10
xs4195,WLa43
xs866,BuK5
xs866,C119
xs866,EBS50
xs866,FL19
xs866,GBS92
xs866,GC20
xs866,GH15
xs866,JeY30
xs866,JeY30
xs14934,RaW2
xs10134,FZe10
xs11961,JcC10
xs11961,JcC10
nm0503624,DHL6
nm0503624,JKp32
nm0503624,JKp32
xs8956,DeD77
xs15549,RS3
xs13982,MS7
xs10313,GFj10
xs7174,AGm10
xs2498,DL13
xs985,BaD39
nm0001439,AAl20
nm0001439,CCr12
nm0001439,ThS4
xs5712,CBw42
xs5712,DS6
xs5712,IF88
xs5712,IF92
xs5712,IF101
xs5712,TTz2
xs14395,OlS23
xs13584,MFo10
xs7333,AlZ5
nm0001038,AFl10
nm0001038,PWr12
xs1668,BGi18
xs1668,ChC6
xs1668,FrF45
xs1668,IFa45
xs1668,JsL10
xs1668,LAr8
xs1668,LJe2
xs1668,MvS6
xs1668,RBt17
xs12930,KHt1
xs1939,GAx1
xs9786,FF50
xs16513,TgD1
xs10396,GlJ60
nm0044865,JqR43
nm0044865,JqR43
xs13500,MC5
xs10143,FZe23
xs9344,ECh10
xs8211,BW19
xs8211,JCa7
xs8211,JCa7
xs8778,CSe15
xs8745,CR13
xs8745,H32
xs10259,GeE10
xs3932,ThI40
xs3932,Z4210
xs15723,RuB10
xs11770,IS2
xs11770,IS2
xs11770,IS2
xs4139,JN10
xs4139,KV50
xs16831,VME9
xs11853,IWa20
xs11853,IWa20
xs11853,IWa20
xs4663,H46
xs4423,RtY10
xs7224,AKa15
xs1744,MB3
xs1744,MB4
nm0571537,GgW10
xs9428,EK2
xs9428,HyA2
xs7490,AOz10
xs2628,HeD119
xs2628,HeH12
xs2628,JNs101
xs2628,JNs112
xs2628,NT120
xs2628,RSt106
xs2628,RSt117
xs2628,RSt325
xs2628,RSt344
xs5186,CJ9
xs5186,DCs12
xs5186,DTa210
xs5186,ETG10
xs5186,KRu2
xs5186,KRu8
xs5186,KRu32
xs5186,MiW12
xs5186,NiR40
xs5186,RDL12
xs5186,RDL13
xs5186,RiF39
xs5186,TGi6
xs12423,JNi20
xs12933,KIW10
xs3815,ADr10
xs3815,JBH10
xs3815,JBH10
xs3815,RtD12
xs3815,TPo8
xs2112,ILa33
xs2112,ILa62
xs2112,ILa33
xs2112,ILa62
xs2112,ILa33
xs2112,ILa62
xs13042,KV61
xs13042,PaH61
nm0634159,BTv16
nm0634159,BTv22
nm0634159,ClZ10
nm0634159,MKa15
nm0634159,PLe16
nm0634159,PUs6
nm0634159,WKl10
xs11933,JBC27
xs11933,JBC27
xs10984,HeD115
xs5365,DPs13
xs5365,TdC11
xs5365,VSa10
xs5365,WA28
xs3043,DHe10
xs3043,EK4
xs3043,FC27
xs3043,GSt8
xs3043,IH14
xs3043,IHm10
xs3043,IH14
xs3043,IHm10
xs3043,IH14
xs3043,IHm10
xs3043,JTM10
xs3043,PlA101
xs3043,RoS100
xs3043,RSt344
xs3043,S15
xs3043,WlD51
xs4375,StR10
xs594,BGH26
xs594,KBr14
xs594,KRu32
xs594,MCy10
xs10576,GSc2
xs7518,AR5
xs12023,JD15
xs12023,JD15
xs10189,GBS100
xs15084,RDa25
xs13756,MLe10
xs3482,AES85
xs3482,ChL1
xs3482,DCs30
xs3482,FC29
xs3482,FC34
xs3482,GM310
xs3482,HH15
xs3482,MRP14
xs3482,MSL10
xs3482,NoT3
xs3482,RdR30
xs3482,RTh10
xs12085,JEp15
xs12085,JEp15
nm0001467,JBk10
nm0001467,JeS10
nm0001467,JBk10
nm0001467,JeS10
xs7312,ALv101
xs10320,GgE10
xs159,EHG38
xs159,PS1
xs17126,WKH14
xs3248,StD24
xs10090,FTu19
xs7502,APl10
xs9411,EHe10
xs6809,RoR6
xs6809,SFr46
xs6809,ThD30
xs14298,NNo2
xs5072,JCL10
xs5072,JDe3
xs5072,JCL10
xs5072,JDe3
xs5072,JsF20
xs5072,MvC20
nm0001904,CoA1
nm0001904,IML100
nm0001904,IML100
nm0001904,IML100
nm0001904,LSt10
nm0001904,NR11
xs4757,AlH8
xs4757,CBw37
xs4757,CDM73
xs4757,EHG38
xs4757,ElN5
xs4757,ML12
xs4757,W75
xs4757,WTh10
xs15815,RWF18
xs10665,GuB10
xs5258,GTr12
xs2115,AEG70
xs2115,CLa100
xs2115,FZ11
xs2115,IFa45
xs2115,NJu10
xs2115,WCM32
nm0920460,JoD20
nm0920460,YaY10
xs11534,IHu25
xs11534,IHu25
xs11534,IHu25
xs16093,SK12
xs7396,AMk10
xs6987,ACj121
xs17063,WFr79
xs16172,SmW3
xs17209,WTN12
xs14089,MvD10
xs15493,RoT20
xs3780,AL14
xs3780,GC1
xs3780,GM210
xs3780,H31
xs3780,HSh5
xs3780,ICr10
xs3780,JqT8
xs3780,KuN5
xs3780,MLR16
xs3780,NR20
xs3780,RiF13
xs3780,RWa10
xs3780,WW42
xs8564,CHa25
xs8564,MSJ10
xs16954,WAr50
xs5337,CDM9
xs5337,CDM17
xs5337,CDM40
xs5337,CDM45
xs8406,CCG24
xs8406,JDe23
xs8406,JeS10
xs8406,JDe23
xs8406,JeS10
xs8406,RbH10
xs7158,AgH10
xs12177,JiG10
xs12177,JiG10
xs11920,JAx10
xs11920,JAx10
xs11034,HH22
xs4758,IB110
xs4758,SL7
nm0879186,IvR14
nm0879186,IvR14
nm0879186,IvR14
nm0879186,ZlK10
xs3277,HH15
xs3277,HY17
xs3277,LMC9
xs3277,PS9
xs3277,PS20
xs3277,RC18
xs3277,ThA10
xs3277,WvD67
xs5836,IvR4
xs5836,IvR4
xs5836,IvR4
xs3796,JJB1
xs3796,JJB1
xs14033,MSJ10
xs4482,BW5
xs4482,H38
xs4482,ThF15
xs14705,PlT20
xs14705,PlT40
xs3645,ThB55
xs15629,RSt114
xs12340,JNm40
xs12340,MS3
xs12340,NuJ7
xs12250,JJo5
xs12250,JJo5
xs8737,CPR10
xs8737,FLd18
xs8737,RaT26
xs14234,NKz10
xs9238,DWG67
xs5144,GC7
xs5144,GLC4
xs5144,JLM9
xs5144,OP31
xs5144,RMk10
xs5144,SLa3
xs5144,WLa21
xs6477,ByP10
xs6477,ByP10
xs6477,CBl26
xs6477,CuB44
xs6477,EK11
xs6477,FFC24
xs6477,GOu20
xs6477,HHa54
xs6477,IH23
xs6477,ISt29
xs6477,JKw10
xs6477,IH23
xs6477,ISt29
xs6477,IH23
xs6477,ISt29
xs6477,JKw10
xs6477,JLT36
xs6477,JNi20
xs6477,MLH5
xs6477,MR30
xs6477,RfH10
xs6477,SeL35
xs6477,SK26
xs6477,StD72
xs6477,WW84
xs12789,JVm17
xs3535,ALe4
xs3535,CR14
xs3535,H19
xs3535,H27
xs3535,LOl1
xs3535,MP8
xs3535,MP11
xs3535,MZa5
xs3535,PCz25
xs3535,RoS3
xs2665,CD29
xs2665,GSc17
xs2665,NNo2
xs2665,RAC20
xs14455,PaH51
xs17245,WWi10
xs3690,CBm60
xs3690,FNm5
xs3690,FNm10
xs3690,FNm14
xs3690,FNm16
xs3690,FNm18
xs3690,GRH5
xs3690,HL2
xs3690,HL5
xs3690,HL8
xs3690,HL20
xs3690,ISt9
xs3690,ISt9
xs3690,ISt9
xs3690,LMC13
xs3690,PS13
xs3690,SaT4
xs3690,SaT5
xs3690,SaT10
xs3690,SaT20
xs3690,TeW10
xs3690,TeW15
xs6400,HK67
xs6400,NF13
xs6400,RRw33
xs4587,JZa10
xs4587,MF8
xs4587,PRJ10
xs11127,HKo18
xs3501,DLy8
xs3501,JoA10
xs3501,JoL3
xs3501,JSo15
xs3501,MiW22
xs3501,PhD9
xs5826,DCr19
xs3318,C123
xs270,CDM40
xs270,FLl85
xs270,GF70
xs270,GMf50
xs270,GMf50
nm0748075,ASh10
xs4295,AtR10
xs1769,MaC1
xs16519,TgD1
xs6311,Z0407
xs11597,ILf10
xs11597,ILf10
xs11597,ILf10
xs10624,GSt5
xs13040,KV54
xs7817,BdP11
xs13171,LHa1
xs1305,IBo5
xs15650,RSt339
xs704,ACy10
xs704,GFr35
xs704,MC7
xs12754,JuD20
xs3141,TrJ10
xs3141,TrJ14
xs3141,TrJ15
xs11888,JA30
xs11888,JA30
xs5623,GS16
xs5623,JA35
xs5623,JLG1
xs5623,JA35
xs5623,JLG1
xs5623,OP28
xs5623,RoR10
xs9060,DLi13
xs9060,KSp1
xs14938,RaW59
nm0030153,OSo10
xs14693,PK22
xs14693,RkK10
xs12974,KRu37
xs15066,RCv10
nm0255573,DLy2
xs5228,MC7
xs16460,TBs20
xs1510,LoK9
xs10293,GeS27
xs10293,IrP18
xs10293,IrP18
xs10293,IrP18
xs6362,HyA2
xs9044,DL16
xs4839,AES100
xs4839,CBw45
xs4839,EHG50
xs4839,EL63
xs4839,ElN8
xs4839,GC4
xs4839,GC8
xs4839,GC11
xs4839,GSy17
xs4839,HHa15
xs4839,IF91
xs4839,JNs111
xs4839,KV55
xs4839,ML14
xs4839,PS8
xs4839,RC16
xs4839,RM4
xs4839,W70
xs14152,NCh10
xs6120,CBw31
xs6120,ESl30
xs6120,FB45
xs6120,IMS30
xs6120,IMS30
xs6120,IMS30
xs6120,MFr2
xs6120,MLR22
xs6120,MLR23
xs6120,NR14
xs6120,RdR53
xs6120,RdR56
xs6120,RTh40
xs6120,W70
xs8577,ChD10
xs8577,GC44
xs8577,KuN36
xs8577,RWN46
xs12957,KrK30
xs10413,GM190
xs12201,JIv45
xs12201,JIv45
xs6908,AAt10
nm0000215,CCo11
nm0000215,CJ6
nm0000215,EPy10
nm0000215,FrP10
nm0000215,GeM17
nm0000215,GJo10
nm0000215,GRH9
nm0000215,GSc17
nm0000215,IAv4
nm0000215,ILn10
nm0000215,JaS65
nm0000215,JiS10
nm0000215,ILn10
nm0000215,ILn10
nm0000215,JaS65
nm0000215,JiS10
nm0000215,JoS15
nm0000215,LMa24
nm0000215,LuM10
nm0000215,PSc32
nm0000215,RAA10
nm0000215,RAl93
nm0000215,RS15
nm0000215,RSh5
nm0000215,TRb16
nm0000215,WaW16
xs11523,IH42
xs11523,IH42
xs11523,IH42
xs9475,EL44
xs9475,JCw44
xs9475,JCw44
xs12774,JuT15
xs12774,KLo46
xs14502,PAl6
xs1541,GrR1
xs1541,IF129
xs1541,KV34
xs1541,LlB40
xs1541,NF16
xs1541,WlD20
xs263,MN2
xs4827,AlB10
nm0001849,BRf34
nm0001849,HoD20
nm0001849,KRz50
nm0001849,NLB12
nm0001849,RLi25
xs1720,LHK12
xs11680,InB18
xs11680,InB18
xs11680,InB18
xs9260,DWG49
xs9260,DWG50
xs9260,FkP10
xs9509,ElB10
nm0001262,DMa20
nm0001262,ICs5
nm0001262,ICs8
nm0001262,PBo11
nm0001262,SRo37
nm0001262,ToG20
nm0001262,TSz10
nm0001262,VGa10
xs11050,HHa12
xs4157,APa7
xs4157,ArH207
xs4157,FJS18
xs4157,PnM10
xs4157,SvB10
xs14332,NR5
xs5394,AES70
xs5394,AM31
xs5394,GrR7
xs5394,IB18
xs5394,IF81
xs5394,IF125
xs5394,JuD13
xs5394,LM110
xs5394,NF13
xs5394,PBa8
xs5394,PS21
xs5394,RoA4
xs5394,RyB14
xs5394,SNe10
xs5394,WCo10
xs5394,WiG15
xs5394,WLa18
xs5394,WLa24
xs5394,WLa27
xs5394,WlB20
xs5394,WvD51
xs9282,DZu12
xs8903,DCb10
xs4746,CdG1
xs4746,DaB4
xs4746,FFC15
xs4746,GC13
xs4746,IFa25
xs4746,RTh3
xs4746,RTh5
xs4746,RTh9
xs4746,RTh10
xs4746,RZL26
xs4746,SW12
xs4746,WvD51
xs9022,DKu10
xs12664,JSb20
xs8246,C87
xs8246,PS3
xs7546,ArH111
xs7546,JoL3
xs7546,NLl94
xs7546,PaH115
xs11225,HrC10
xs8865,DaH2
xs3070,RoF30
xs3070,WaF10
nm0332390,GRH8
nm0332390,JsF10
nm0332390,WA5
xs3662,CD22
xs3662,KRu2
xs3662,KRu10
xs3662,TNu3
xs13870,MOp22
xs7080,ADw60
xs17207,WTN10
xs10315,GFj15
xs14697,PLe16
xs6556,CD11
xs4171,SGr10
xs4171,WBo10
xs8271,C136
xs10782,H42
xs11041,HH29
xs2488,PAl10
xs1107,CDM10
xs1107,EG24
xs1107,EL64
